activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,19292341,[],CHEMBL4411582,Inhibition of JAK1/TYK2 signaling pathway in human lymphocytes of whole blood assessed as reduction in IFN-alpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFN-alpha addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@H](C3)N4C(=O)NCC#N)n2)cn1,,,CHEMBL4411260,J Med Chem,2018,"{'bei': '18.84', 'le': '0.35', 'lle': '6.08', 'sei': '6.02'}",CHEMBL4520790,,CHEMBL4520790,6.92,0,http://www.openphacts.org/units/Nanomolar,3221591,=,1,1,=,,IC50,nM,,120.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,120.0
,19292343,[],CHEMBL4411582,Inhibition of JAK1/TYK2 signaling pathway in human lymphocytes of whole blood assessed as reduction in IFN-alpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFN-alpha addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@H](C3)N4C(=O)NCC(F)(F)F)n2)cn1,,,CHEMBL4411260,J Med Chem,2018,"{'bei': '17.77', 'le': '0.34', 'lle': '5.41', 'sei': '8.00'}",CHEMBL4526032,,CHEMBL4526032,7.29,0,http://www.openphacts.org/units/Nanomolar,3221592,=,1,1,=,,IC50,nM,,51.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,51.0
,19292345,[],CHEMBL4411582,Inhibition of JAK1/TYK2 signaling pathway in human lymphocytes of whole blood assessed as reduction in IFN-alpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFN-alpha addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)N1[C@@H]2CC[C@@H]1CN(c1ccnc(Nc3cnn(C)c3)n1)C2,,,CHEMBL4411260,J Med Chem,2018,"{'bei': '19.46', 'le': '0.36', 'lle': '5.60', 'sei': '7.60'}",CHEMBL4517702,,CHEMBL4517702,6.94,0,http://www.openphacts.org/units/Nanomolar,3221593,=,1,1,=,,IC50,nM,,116.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,116.0
,19292347,[],CHEMBL4411582,Inhibition of JAK1/TYK2 signaling pathway in human lymphocytes of whole blood assessed as reduction in IFN-alpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFN-alpha addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,,,CHEMBL4411260,J Med Chem,2018,"{'bei': '19.32', 'le': '0.37', 'lle': '5.73', 'sei': '9.50'}",CHEMBL4458435,,CHEMBL4458435,7.52,0,http://www.openphacts.org/units/Nanomolar,3221594,=,1,1,=,,IC50,nM,,30.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,30.0
,19292349,[],CHEMBL4411582,Inhibition of JAK1/TYK2 signaling pathway in human lymphocytes of whole blood assessed as reduction in IFN-alpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFN-alpha addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@H](C3)N4C(=O)C3CC3)n2)cn1,,,CHEMBL4411260,J Med Chem,2018,"{'bei': '19.59', 'le': '0.36', 'lle': '5.38', 'sei': '8.75'}",CHEMBL4562564,,CHEMBL4562564,6.92,0,http://www.openphacts.org/units/Nanomolar,3221595,=,1,1,=,,IC50,nM,,119.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,119.0
,19292351,[],CHEMBL4411582,Inhibition of JAK1/TYK2 signaling pathway in human lymphocytes of whole blood assessed as reduction in IFN-alpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFN-alpha addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@H](C3)N4C(=O)[C@H]3CC3(F)F)n2)cn1,,,CHEMBL4411260,J Med Chem,2018,"{'bei': '15.63', 'le': '0.30', 'lle': '4.29', 'sei': '7.68'}",CHEMBL4471304,,CHEMBL4471304,6.08,0,http://www.openphacts.org/units/Nanomolar,3221596,=,1,1,=,,IC50,nM,,823.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,823.0
,19292365,[],CHEMBL4411586,Inhibition of JAK1/TYK2 signaling pathway in human lymphocytes of whole blood assessed as reduction in IL-10 induced STAT3 phosphorylation preincubated for 45 mins followed by IL-10 addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,,,CHEMBL4411260,J Med Chem,2018,"{'bei': '20.92', 'le': '0.39', 'lle': '5.00', 'sei': '7.35'}",CHEMBL221959,TOFACITINIB,CHEMBL221959,6.54,0,http://www.openphacts.org/units/Nanomolar,3221590,=,1,1,=,,IC50,nM,,291.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,291.0
,19292367,[],CHEMBL4411586,Inhibition of JAK1/TYK2 signaling pathway in human lymphocytes of whole blood assessed as reduction in IL-10 induced STAT3 phosphorylation preincubated for 45 mins followed by IL-10 addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,,,CHEMBL4411260,J Med Chem,2018,"{'bei': '16.73', 'le': '0.32', 'lle': '4.73', 'sei': '8.23'}",CHEMBL4458435,,CHEMBL4458435,6.52,0,http://www.openphacts.org/units/Nanomolar,3221594,=,1,1,=,,IC50,nM,,305.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,305.0
,19292369,[],CHEMBL4411587,Inhibition of JAK1/TYK2 signaling pathway in human lymphocytes of whole blood assessed as reduction in IL-12 induced STAT4 phosphorylation preincubated for 45 mins followed by IL-12 addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,,,CHEMBL4411260,J Med Chem,2018,"{'bei': '20.81', 'le': '0.39', 'lle': '4.96', 'sei': '7.31'}",CHEMBL221959,TOFACITINIB,CHEMBL221959,6.50,0,http://www.openphacts.org/units/Nanomolar,3221590,=,1,1,=,,IC50,nM,,315.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,315.0
,19292371,[],CHEMBL4411587,Inhibition of JAK1/TYK2 signaling pathway in human lymphocytes of whole blood assessed as reduction in IL-12 induced STAT4 phosphorylation preincubated for 45 mins followed by IL-12 addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cc(Nc2nccc(N3C[C@H]4CC[C@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,,,CHEMBL4411260,J Med Chem,2018,"{'bei': '18.46', 'le': '0.35', 'lle': '5.40', 'sei': '9.08'}",CHEMBL4458435,,CHEMBL4458435,7.19,0,http://www.openphacts.org/units/Nanomolar,3221594,=,1,1,=,,IC50,nM,,65.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,65.0
,19305500,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,NC(=O)c1ccccc1Nc1cc(Nc2ccc(F)cn2)ncc1C(N)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '20.29', 'le': '0.38', 'lle': '5.13', 'sei': '5.46'}",CHEMBL4561663,,CHEMBL4561663,7.43,0,http://www.openphacts.org/units/Nanomolar,3223563,=,1,1,=,,IC50,nM,,37.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.037
,19305501,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1C(N)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '17.07', 'le': '0.32', 'lle': '3.93', 'sei': '5.32'}",CHEMBL4537678,,CHEMBL4537678,6.50,0,http://www.openphacts.org/units/Nanomolar,3223564,=,1,1,=,,IC50,nM,,320.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.32
,19305502,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CCNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1C(N)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '14.20', 'le': '0.26', 'lle': '2.65', 'sei': '4.59'}",CHEMBL4559521,,CHEMBL4559521,5.60,0,http://www.openphacts.org/units/Nanomolar,3223565,=,1,1,=,,IC50,nM,,2500.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,2.5
,19305503,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,NC(=O)c1ccccc1Nc1cc(Nc2ccc(F)cn2)ncc1C(=O)NC1CC1,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '12.92', 'le': '0.24', 'lle': '2.16', 'sei': '4.30'}",CHEMBL4466720,,CHEMBL4466720,5.25,0,http://www.openphacts.org/units/Nanomolar,3223566,=,1,1,=,,IC50,nM,,5600.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,5.6
,19305504,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CN(C)C(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1C(N)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '12.48', 'le': '0.23', 'lle': '2.02', 'sei': '4.35'}",CHEMBL4516272,,CHEMBL4516272,4.92,0,http://www.openphacts.org/units/Nanomolar,3223567,=,1,1,=,,IC50,nM,,12000.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,12.0
,19305505,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(Nc2ccccc2)cc1Nc1ccccc1C(N)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '14.16', 'le': '0.26', 'lle': '2.09', 'sei': '4.69'}",CHEMBL4569337,,CHEMBL4569337,5.12,0,http://www.openphacts.org/units/Nanomolar,3223568,=,1,1,=,,IC50,nM,,7600.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,7.6
,19305506,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(Nc2ccccn2)cc1Nc1ccccc1C(N)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '17.96', 'le': '0.33', 'lle': '4.09', 'sei': '5.33'}",CHEMBL4465409,,CHEMBL4465409,6.51,0,http://www.openphacts.org/units/Nanomolar,3223569,=,1,1,=,,IC50,nM,,310.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.31
,19305507,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(Nc2ncccc2F)cc1Nc1ccccc1C(N)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '15.10', 'le': '0.28', 'lle': '3.18', 'sei': '4.71'}",CHEMBL4580693,,CHEMBL4580693,5.75,0,http://www.openphacts.org/units/Nanomolar,3223570,=,1,1,=,,IC50,nM,,1800.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,1.8
,19305508,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(Nc2ncccn2)cc1Nc1ccccc1C(N)=O,,,CHEMBL4414548,J Med Chem,2019,,CHEMBL4525866,,CHEMBL4525866,,0,http://www.openphacts.org/units/Nanomolar,3223571,>,1,1,>,,IC50,nM,,12500.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,12.5
,19305509,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '15.66', 'le': '0.29', 'lle': '1.82', 'sei': '6.69'}",CHEMBL4583948,,CHEMBL4583948,5.28,0,http://www.openphacts.org/units/Nanomolar,3223572,=,1,1,=,,IC50,nM,,5200.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,5.2
,19305510,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1OC,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '17.13', 'le': '0.32', 'lle': '2.82', 'sei': '7.14'}",CHEMBL4460194,,CHEMBL4460194,6.29,0,http://www.openphacts.org/units/Nanomolar,3223573,=,1,1,=,,IC50,nM,,510.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.51
,19305511,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccc(F)c(F)c1OC,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '16.51', 'le': '0.31', 'lle': '2.91', 'sei': '7.55'}",CHEMBL4476830,,CHEMBL4476830,6.66,0,http://www.openphacts.org/units/Nanomolar,3223574,=,1,1,=,,IC50,nM,,220.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.22
,19305512,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1S(C)(=O)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '17.33', 'le': '0.34', 'lle': '4.33', 'sei': '6.37'}",CHEMBL4526283,,CHEMBL4526283,7.20,0,http://www.openphacts.org/units/Nanomolar,3223575,=,1,1,=,,IC50,nM,,63.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.063
,19305513,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CCS(=O)(=O)c1ccccc1Nc1cc(Nc2ccc(F)cn2)ncc1C(=O)NC,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '13.97', 'le': '0.27', 'lle': '2.74', 'sei': '5.31'}",CHEMBL4453827,,CHEMBL4453827,6.00,0,http://www.openphacts.org/units/Nanomolar,3223576,=,1,1,=,,IC50,nM,,1000.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,1.0
,19305514,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1SC,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '17.26', 'le': '0.33', 'lle': '2.44', 'sei': '8.39'}",CHEMBL4469812,,CHEMBL4469812,6.62,0,http://www.openphacts.org/units/Nanomolar,3223577,=,1,1,=,,IC50,nM,,240.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.24
,19305515,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CS(=O)(=O)c1ccccc1Nc1cc(Nc2ccc(F)cn2)ncc1C(N)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '18.57', 'le': '0.36', 'lle': '4.85', 'sei': '5.87'}",CHEMBL4530719,,CHEMBL4530719,7.46,0,http://www.openphacts.org/units/Nanomolar,3223578,=,1,1,=,,IC50,nM,,35.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.035
,19305516,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,[2H]C([2H])([2H])NC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1S(C)(=O)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '17.51', 'le': '0.34', 'lle': '4.41', 'sei': '6.43'}",CHEMBL4444169,,CHEMBL4526283,7.28,0,http://www.openphacts.org/units/Nanomolar,3223579,=,1,1,=,,IC50,nM,,53.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.053
,19305517,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(Nc2cc(C)ccn2)cc1Nc1ccccc1S(C)(=O)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '18.66', 'le': '0.36', 'lle': '4.64', 'sei': '6.79'}",CHEMBL4548200,,CHEMBL4548200,7.68,0,http://www.openphacts.org/units/Nanomolar,3223580,=,1,1,=,,IC50,nM,,21.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.021
,19305518,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(Nc2ccc(N3CCOCC3)cn2)cc1Nc1ccccc1S(C)(=O)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '14.98', 'le': '0.29', 'lle': '4.67', 'sei': '5.76'}",CHEMBL4472802,,CHEMBL4472802,7.23,0,http://www.openphacts.org/units/Nanomolar,3223581,=,1,1,=,,IC50,nM,,59.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.059
,19305519,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(Nc2ccc(C)nn2)cc1Nc1ccccc1S(C)(=O)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '15.75', 'le': '0.31', 'lle': '4.06', 'sei': '5.16'}",CHEMBL4453545,,CHEMBL4453545,6.50,0,http://www.openphacts.org/units/Nanomolar,3223582,=,1,1,=,,IC50,nM,,320.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.32
,19305520,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(Nc2ccccn2)cc1Nc1ccccc1S(C)(=O)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '18.23', 'le': '0.35', 'lle': '4.51', 'sei': '6.41'}",CHEMBL4544320,,CHEMBL4544320,7.24,0,http://www.openphacts.org/units/Nanomolar,3223583,=,1,1,=,,IC50,nM,,57.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.057
,19305521,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(Nc2ccc(OC)cn2)cc1Nc1ccccc1S(C)(=O)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '16.52', 'le': '0.32', 'lle': '4.32', 'sei': '5.77'}",CHEMBL4444606,,CHEMBL4444606,7.06,0,http://www.openphacts.org/units/Nanomolar,3223584,=,1,1,=,,IC50,nM,,87.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.087
,19305522,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(NC(=O)C2CC2)cc1Nc1ccccc1S(C)(=O)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '16.50', 'le': '0.32', 'lle': '4.47', 'sei': '5.47'}",CHEMBL4438202,,CHEMBL4438202,6.41,0,http://www.openphacts.org/units/Nanomolar,3223585,=,1,1,=,,IC50,nM,,390.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.39
,19305523,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CCCC(=O)Nc1cc(Nc2ccccc2S(C)(=O)=O)c(C(=O)NC)cn1,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '14.26', 'le': '0.28', 'lle': '3.24', 'sei': '4.75'}",CHEMBL4542289,,CHEMBL4542289,5.57,0,http://www.openphacts.org/units/Nanomolar,3223586,=,1,1,=,,IC50,nM,,2700.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,2.7
,19305524,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,CNC(=O)c1cnc(NC(=O)C(C)C)cc1Nc1ccccc1S(C)(=O)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '13.72', 'le': '0.27', 'lle': '3.18', 'sei': '4.57'}",CHEMBL4531793,,CHEMBL4531793,5.36,0,http://www.openphacts.org/units/Nanomolar,3223587,=,1,1,=,,IC50,nM,,4400.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,4.4
,19305525,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,[2H]C([2H])([2H])NC(=O)c1nnc(Nc2ccccn2)cc1Nc1ccccc1S(C)(=O)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '23.28', 'le': '0.45', 'lle': '7.16', 'sei': '7.36'}",CHEMBL4440718,,CHEMBL4598367,9.28,0,http://www.openphacts.org/units/Nanomolar,3223589,=,1,1,=,,IC50,nM,,0.53,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.00053
,19305526,[],CHEMBL4414790,Inhibition of TYK2/JAK1 in IFNalpha-stimulated human Kit225 cells by steady-glo luciferase assay,B,,,BAO_0000190,BAO_0000019,assay format,[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1ccccc1S(C)(=O)=O,,,CHEMBL4414548,J Med Chem,2019,"{'bei': '22.82', 'le': '0.45', 'lle': '7.56', 'sei': '6.83'}",CHEMBL4444178,,CHEMBL4598261,8.89,0,http://www.openphacts.org/units/Nanomolar,3223590,=,1,1,=,,IC50,nM,,1.3,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.0013
,20669631,[],CHEMBL4620437,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha-induced STAT phosphorylation by flow cytometry,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=C(N[C@@]12C[C@@H]1CN(c1nc(Nc3cnn(CCO)c3)ncc1F)C2)C1CC1,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '15.02', 'le': '0.28', 'lle': '5.17', 'sei': '5.38'}",CHEMBL4640981,,CHEMBL4640981,5.82,0,http://www.openphacts.org/units/Nanomolar,3480583,=,1,1,=,,IC50,nM,,1523.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,1523.0
Not Determined,20669632,[],CHEMBL4620437,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha-induced STAT phosphorylation by flow cytometry,B,,,BAO_0000190,BAO_0000221,tissue-based format,O=C(N[C@]12C[C@H]1CN(c1nc(Nc3cnn(CCO)c3)ncc1F)C2)C1CC1,,,CHEMBL4619733,Bioorg Med Chem,2020,,CHEMBL4635334,,CHEMBL4635334,,0,,3480584,,1,0,,,IC50,,,,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,,,,
,20669633,[],CHEMBL4620437,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha-induced STAT phosphorylation by flow cytometry,B,,,BAO_0000190,BAO_0000221,tissue-based format,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(CCO)c4)ncc3F)C[C@]12NC(=O)C1CC1,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '15.83', 'le': '0.30', 'lle': '5.45', 'sei': '5.87'}",CHEMBL4647223,,CHEMBL4647223,6.35,0,http://www.openphacts.org/units/Nanomolar,3480585,=,1,1,=,,IC50,nM,,443.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,443.0
